item_number,item_description,category,state_bottle_cost,state_bottle_retail,bottle_volume_ml
88212,El Mayor Extra Anejo Rum Cask Finish Tequila,1700000,65.0,97.5,750
43432,Don Q 151,1062100,11.25,16.88,750
74829,Iowa Legendary Rye Black Label,1091100,19.5,29.25,750
901271,Breckenridge Vodka,1901200,16.5,24.75,750
904815,SOOH Caravella Orangecello,1901200,10.55,15.83,750
994972,Glendronach 12YR Original,1012300,30.99,46.49,750
903215,Ron Matusalem Gran Reserva,1901200,16.92,25.38,750
905028,Glengoyne Single Malt Scotch 21yr,1901200,77.55,116.33,750
995750,Norden Aquavit,1091100,16.0,24.0,750
903942,SOOH Chartreuse Green French Liqueur,1901200,31.13,46.7,750
994695,Bruichladdich Islay Barley,1012300,34.98,52.47,750
901536,Glengoyne Single Malt Scotch 12yr,1901200,29.92,44.88,750
88071,Mayalen Machetazo Espadin,1022300,23.32,34.98,750
40569,Pride of the Wapsi,1090000,9.09,13.64,375
994046,Aberlour A'bunadh,1012300,41.48,62.22,750
926732,Sir Winston Bourbon Barrel Proof,,28.6,42.9,750
964123,SOOH Ancho Reyes Verde,1082100,17.67,26.51,750
26806,Green Frog Distillery Barreled Aged Corn Whiskey,1011700,20.0,30.0,750
964478,Bols Original Genever,1091200,18.34,27.51,750
901230,Tres Agaves Reposado,1901200,17.67,26.51,750
922077,Wilderness Trail Bottled in Bond Single Barrel,1011500,25.0,37.5,750
5133,Glenmorangie 10YR,1012300,20.99,31.49,750
26787,Green Frog Distillery Straight Corn Whiskey 100prf,1011700,17.5,26.25,750
987012,Ole Smoky Butter Pecan Moonshine,1091300,12.5,18.75,750
902401,Glenfarclas 21YR,1901200,70.67,106.01,750
988805,Patron Roca Reposado,1901200,40.0,60.0,750
994771,Diplomatico Reserva Exclusiva,,19.33,29.0,750
902157,Torres 10 Gran Reserva Imperial Brandy,1901200,10.13,15.2,750
927188,Sagamore Spirit Cask Strength Straight Rye Whiskey,1011600,33.73,50.6,750
903560,Glengoyne 10yr Scotch,1901200,25.99,38.99,750
942085,Angostura 7YR Dark Caribbean Rum,1062300,14.43,21.65,750
965185,SOOH Irish Mist Honey Liqueur,1901200,13.0,19.5,750
901275,Caol Ila 12YR,1901200,27.5,41.25,750
903142,Van Gogh Espresso,1901200,12.67,19.01,750
989488,Maestro Dobel Tequila,1901200,25.0,37.5,750
902862,Tyrconnell Irish Sing Malt,1901200,18.37,27.56,750
942852,Plantation Rum Jamaica 2002,1092100,33.0,49.5,750
43636,Diplomatico Mantuano,1062300,13.5,20.25,750
902266,Sauza Tres Generaciones Reposado,1901200,19.94,29.91,750
26455,New Richmond Rye,1011600,34.42,51.63,750
926732,Sir Winston Bourbon Barrel Proof,1011300,28.6,42.9,750
5929,Glenmorangie Cadboll Estate,1012300,42.49,63.74,750
5924,GLENLIVET CARIBBEAN RESERVE,1012300,20.99,31.49,750
903867,Glenfarclas 17YR,1901200,53.12,79.68,750
4949,Glen Moray Elgin Classic Scotch Whiskey,1012300,13.84,20.76,750
86461,Cody Road Experimental - Brandy Barrel Finish Bourbon DISCO,1700000,19.16,28.74,750
74836,Iowa Legendary Rye White Label,1091100,15.0,22.5,750
26661,Nefarious Rye Whiskey,1011600,17.5,26.25,750
928137,Widow Jane 10 Yr Bourbon Whiskey,1091100,41.0,61.5,750
903293,SOOH Soho Lychee,1901200,9.99,14.99,750
928793,Plymouth Navy Strength Gin,1901200,19.99,29.99,750
928666,Magellan Gin,1901200,17.0,25.5,750
987860,Ilegal Mezcal Joven,1022300,25.0,37.5,750
988104,SOOH Montelobos,1022300,20.0,30.0,750
990305,El Dorado 8YR,1062300,13.08,19.62,750
903592,Tullamore Dew 12yr Irish Whiskey,1901200,24.0,36.0,750
951175,Kirk & Sweeney 12YR Old Anejo,1062300,17.5,26.25,750
5955,Glenmorangie Cake,1700000,49.99,74.99,750
994698,SOOH Bruichladdich Scottish Barley Classic,1012300,29.99,44.99,750
922075,Wilderness Trail Bottled in Bond Small Batch,1011500,25.0,37.5,750
977330,Sugarlands Appalachian Apple Pie,1011700,13.52,20.28,750
916466,1792 Bottled in Bond Bourbon,1011500,20.0,30.0,750
999440,TF Cr�me Cacao Van,1082100,24.35,36.53,750
921540,SOOH Stagg Jr,1901200,25.99,38.99,750
973360,Copper & Kings Blanche Absinthe,1091100,29.5,44.25,750
26474,Cedar Ridge Quintessential American Single Malt,1012300,29.84,44.76,750
987219,Bozal Ensamble Mezcal,1022300,31.33,47.0,750
901275,SOOH Caol Ila 12YR,1901200,44.99,67.49,750
902828,Sauza Tres Generaciones Plata,1901200,18.37,27.56,750
6322,Tomatin Scotch Whisky Dualchas,1012300,17.5,26.25,750
903590,Cardenal Mendoza Brandy,1901200,31.75,47.63,750
902027,Amaretto Gozio,1901200,11.6,17.4,750
994771,SOOH Diplomatico Reserva Exclusiva,,19.33,29.0,750
995276,Port Askaig 8YR,1012300,39.0,58.5,750
4949,Glen Moray Elgin Classic Scotch Whiskey,1012300,18.17,27.26,750
977358,Sugarlands Shine Tickels Dynamite Cinnamon,1011700,13.52,20.28,750
902157,SOOH Torres 10 Gran Reserva Imperial Brandy,1901200,10.13,15.2,750
994698,Bruichladdich Scottish Barley Classic,1012300,28.48,42.72,750
942854,Plantation Trinidad Rum 2005,1092100,33.0,49.5,750
965218,SOOH John D Taylor Velvet Falernum,1082100,10.0,15.0,750
977230,Sugarlands Shine Blueberry Muffin Moonshine,1091100,13.52,20.28,750
966861,Stirrings Ginger Liqueur,1901200,6.5,9.75,750
902536,Chartreuse Yellow,1901200,31.13,46.7,750
902010,Flor de Cana Gran Reserva 7YR,1901200,13.0,19.5,750
902069,Brugal Anejo Rum,1901200,10.02,15.03,750
900899,HY XO 2019 EOY Ice Experience VAP,1700000,99.99,149.99,750
903203,Henry Mckenna Ky Str Bourbon Sour Mash,1901200,7.42,11.13,750
965218,John D Taylor Velvet Falernum,1082100,10.0,15.0,750
938516,SOOH Wheatley Vodka,1031000,9.65,14.48,750
940131,Burnetts Red Berry,1901200,4.5,6.75,750
903502,Zyr Vodka,1901200,15.0,22.5,750
986732,Ole Smoky Peach Moonshine,1091300,12.5,18.75,750
903522,Henry Mckenna Single Barrel 10YR 100prf,1901200,24.83,37.25,750
902031,SOOH Dekuyper Hazelnut Bliss,1901200,6.5,9.75,750
903837,Wray & Nephew White Overproof Rum,1901200,13.0,19.5,750
910882,SOOH Gibsons Finest Aged 12 yr,1901200,15.84,23.76,750
903800,Ricard Anise Liqueur,1901200,15.0,22.5,750
43991,Admiral Nelson Black Patch,1062300,7.0,10.5,750
986771,Ole Smoky White Lightnin' Moonshine,,11.0,16.5,750
905606,SOOH Arrow Ginger Brandy,1901200,5.38,8.07,750
967064,G. M.  TIDDY  CANADIAN LIQUEUR,1082100,10.0,15.0,750
941836,Everclear 190prf,1091200,10.84,16.26,750
942426,Ron Barcelo Anejo,1901200,7.62,11.43,750
73065,RumChata Peppermint Bark,1700000,13.0,19.5,750
916028,Kaiyo The Single 7YR,1092100,24.84,37.26,750
903455,Hangar One Kaffir Lime Vodka,1901200,18.0,27.0,750
36122,Deep Eddy 80prf,,8.5,12.75,750
901350,Smith And Cross Jamaica Rum,1901200,16.92,25.38,750
964122,Angostura Di Amaro Liqueur,1082100,13.25,19.88,750
965269,SOOH Jinro Chamisul Classic Soju,1901200,7.25,10.88,750
13730,Mastersons 10YR Straight Rye,1011600,42.34,63.51,750
27094,High West Rendezvous Rye,1011600,37.5,56.25,750
5149,Glenlivet Nadurra First Fill,1012300,47.47,71.21,750
903215,SOOH Ron Matusalem Gran Reserva,1901200,16.92,25.38,750
64543,The Bitter Truth Golden Falernum Liqueur,1082100,19.0,28.5,750
43124,Bacardi Superior,1062200,4.5,6.75,375
43128,Bacardi Superior,1062200,15.0,22.5,1750
45278,Paramount White Rum,1062200,7.5,11.25,1750
43121,Bacardi Superior Mini,1062200,5.54,8.31,50
43387,Castillo Silver Rum,1062200,4.89,7.34,1000
43123,Bacardi Superior,1062200,2.5,3.75,200
43120,Bacardi Superior PET,1062200,15.0,22.5,1750
46351,Hawkeye Light Rum,1062200,3.93,5.9,1000
43127,Bacardi Superior,1062200,9.5,14.25,1000
45277,Paramount White Rum,1062200,4.42,6.63,1000
43126,Bacardi Superior,1062200,8.26,12.39,750
46290,Foundry Rum,1062200,6.66,9.99,375
43507,Havana Club Anejo Blanco,1062200,10.0,15.0,750
44217,Barton Light Rum,1062200,4.0,6.0,1000
46140,Caliber Silver Rum,1062200,4.0,6.0,750
946218,Members Mark Silver Rum,1062200,10.13,15.2,1750
45419,Phillips White Rum,1062200,4.45,6.68,1000
72504,Blue Ox Silver Rum,1062200,4.0,6.0,1000
43848,Ronrico Silver Label Rum,1062200,7.5,11.25,1750
44516,Cruzan Light,1062200,7.0,10.5,750
43125,Bacardi Superior PET,1062200,8.26,12.39,750
964607,SOOH Cachaca 51,1062200,10.88,16.32,1000
942636,SOOH Flor De Cana White,1062200,10.03,15.05,750
43387,Castillo Silver Rum,1062200,5.25,7.88,1000
43388,Castillo Silver Rum,1062200,8.33,12.5,1750
45275,Paramount White Rum PET,1062200,4.0,6.0,750
46350,Hawkeye Light Rum,1062200,7.67,11.51,1750
76941,Red Fox Silver Rum,1062200,3.93,5.9,1000
45276,Paramount White Rum,1062200,4.0,6.0,750
46320,Gotcha Silver Rum 1L,1062200,3.93,5.9,1000
46142,Caliber Silver Rum,1062200,7.35,11.03,1750
44081,Admiral Nelson Silver,1062200,11.55,17.33,1750
72505,Blue Ox Silver Rum,1062200,7.0,10.5,1750
43323,Captain Morgan White PET,1062200,15.0,22.5,1750
44348,Calypso Silver Rum,1062200,9.0,13.5,1750
45418,Phillips White Rum,1062200,8.0,12.0,1750
72505,Blue Ox Silver Rum,1062200,7.5,11.25,1750
43388,Castillo Silver Rum,1062200,9.2,13.8,1750
43328,Captain Morgan White,1062200,8.26,12.39,750
42240,Blue Chair Bay White Rum,1062200,9.42,14.13,750
43296,Captain Morgan Silver Spiced,1062200,9.0,13.5,750
43426,Don Q Cristal,1062200,6.5,9.75,750
66518,RumHaven,1062200,8.5,12.75,750
43426,Don Q Cristal,1062200,6.99,10.49,750
44603,Five O'Clock Rum,1062200,4.37,6.56,1000
72504,Blue Ox Silver Rum,1062200,4.33,6.5,1000
46939,Steel Drum,1062200,12.09,18.14,750
43386,Castillo Silver Rum,1062200,4.16,6.24,750
72503,Blue Ox Silver Rum,1062200,3.5,5.25,750
43898,Tiki Lovers White Rum,1062200,12.5,18.75,750
942186,Myer''s Platinum,1062200,10.0,15.0,750
43334,Captain Morgan Original Spiced,1062400,5.0,7.5,375
43333,Captain Morgan Original Spiced PET,1062400,2.75,4.13,200
43028,Admiral Nelson Spiced Rum,1062400,11.55,17.33,1750
1799,Captain Morgan Original Spiced Barrel,1062400,18.0,27.0,1750
43337,Captain Morgan Original Spiced,1062400,11.75,17.63,1000
43331,Captain Morgan Original Spiced Mini,1062400,4.8,7.2,50
43338,Captain Morgan Original Spiced,1062400,18.0,27.0,1750
43022,Admiral Nelson Spiced Rum Mini,1062400,5.66,8.49,50
46504,Kraken Black Spiced Rum,1062400,10.45,15.68,750
43025,Admiral Nelson Spiced Rum PET,1062400,6.0,9.0,750
45884,Sailor Jerry Spiced Navy Rum,1062400,4.8,7.2,375
44657,Lady Bligh Spiced Rum,1062400,6.67,10.01,1000
43336,Captain Morgan Original Spiced,1062400,9.06,13.59,750
43318,Captain Morgan Private Stock,1062400,19.5,29.25,1750
43026,Admiral Nelson Spiced Rum,1062400,6.0,9.0,750
43285,Captain Morgan Original Spiced PET,1062400,9.06,13.59,750
43027,Admiral Nelson Spiced Rum,1062400,7.49,11.24,1000
45887,Sailor Jerry Spiced Navy Rum,1062400,11.78,17.67,1000
43024,Admiral Nelson Spiced Rum,1062400,2.99,4.49,375
72507,Blue Ox Spiced Rum,1062400,5.0,7.5,750
43244,Captain Morgan 100prf Spiced Rum,1062400,10.49,15.74,750
43205,Bacardi Oakheart,1062400,7.5,11.25,750
44658,Lady Bligh Spiced Rum,1062400,10.0,15.0,1750
43207,BACARDI SPICED RUM,1062400,14.99,22.49,1750
44258,Blackheart Premium Spiced Rum,1062400,7.5,11.25,750
43208,Bacardi Oakheart,1062400,14.99,22.49,1750
45888,Sailor Jerry Spiced Navy Rum,1062400,19.25,28.88,1750
43316,Captain Morgan Private Stock,1062400,11.99,17.99,750
944650,Kirkland Signature Original Spiced Rum,1062400,8.03,12.05,1750
44657,Lady Bligh Spiced Rum,1062400,6.75,10.13,1000
77318,Rondiaz Rum Spiced,1062400,10.5,15.75,1750
44660,Lady Bligh Spiced Rum,1062400,5.0,7.5,750
43302,Captain Morgan Black Spiced,1062400,10.0,15.0,750
42984,Trader Vics Private Selection Spiced Rum,1062400,10.0,15.0,1750
43073,Admiral Nelson Spiced 101,1062400,7.5,11.25,750
46506,Kraken Black Spiced Rum,1062400,16.31,24.47,1750
72508,Blue Ox Spiced Rum,1062400,6.0,9.0,1000
47002,Wisconsin Club Spiced Rum,1062400,7.0,10.5,1750
45886,Sailor Jerry Spiced Navy Rum,1062400,9.65,14.48,750
46497,Kraken Black Spiced 70prf,1062400,9.99,14.99,750
44340,Calypso Spiced Rum,1062400,9.0,13.5,1750
46144,Caliber Spiced Rum,1062400,7.35,11.03,1750
46499,Kraken Black Spiced Rum 70prf,1062400,15.81,23.72,1750
72509,Blue Ox Spiced Rum,1062400,9.0,13.5,1750
43208,Bacardi Spiced Rum,1062400,14.99,22.49,1750
46001,Blue Chair Bay Spiced Rum,1062400,9.34,14.01,750
43205,Bacardi Spiced Rum,1062400,7.5,11.25,750
74936,Holy Hell,1062400,8.0,12.0,750
978104,SIESTA KEY SPICED RUM,1062400,16.0,24.0,750
46146,Caliber Spiced Rum,1062400,4.0,6.0,750
972526,Black Magic Spiced Rum,1062400,9.0,13.5,750
42717,Malibu Coconut Rum,1062500,10.99,16.49,1000
72903,Captain Morgan Apple Smash Mini,1062500,4.96,7.44,50
42712,Malibu Coconut Rum Mini,1062500,4.95,7.43,50
42716,Malibu Coconut Rum,1062500,7.49,11.24,750
43901,MALIBU STRAWBERRY MINI,1062500,4.95,7.43,50
43409,Parrot Bay Coconut,1062500,9.5,14.25,1000
42718,Malibu Coconut Rum,1062500,16.99,25.49,1750
44557,Cruzan Strawberry,1062500,7.0,10.5,750
43137,Bacardi Limon,1062500,9.5,14.25,1000
43134,Bacardi Limon,1062500,4.5,6.75,375
43745,Bacardi Lime Mini,1062500,5.54,8.31,50
44499,Cruzan Mango,1062500,7.0,10.5,750
43138,Bacardi Limon,1062500,15.0,22.5,1750
72904,Captain Morgan Apple Smash,1062500,9.0,13.5,750
43136,Bacardi Limon,1062500,8.26,12.39,750
43352,Captain Morgan Pineapple,1062500,8.26,12.39,750
44419,Cruzan Black Cherry,1062500,7.0,10.5,750
44350,Calico Jack Cherry,1062500,6.29,9.44,750
72916,Captain Morgan Watermelon Smash,1062500,9.0,13.5,750
42714,Malibu Coconut Rum,1062500,4.24,6.36,375
43501,Bacardi Raspberry,1062500,8.25,12.38,750
42720,Malibu Coconut Rum,1062500,1.99,2.99,200
43088,BACARDI COCO,1062500,15.0,22.5,1750
43050,Bacardi Dragon Berry,1062500,9.5,14.25,1000
77228,Rondiaz Rum Spiced Apple,1062500,10.5,15.75,1750
43503,Bacardi Raspberry,1062500,15.0,22.5,1750
43299,Captain Morgan Coconut,1062500,8.26,12.39,750
44456,Cruzan Raspberry,1062500,7.0,10.5,750
44476,Cruzan Coconut,1062500,7.0,10.5,750
43051,Bacardi Dragon Berry,1062500,8.26,12.39,750
43901,MALIBU STRAWBERRY MINI,1062500,5.94,8.91,50
43984,Admiral Nelson Cherry Spiced Rum,1062500,6.0,9.0,750
44428,Cruzan Blueberry Lemonade,1062500,7.0,10.5,750
43986,Admiral Nelson Cherry Spiced Rum,1062500,11.55,17.33,1750
72928,Captain Morgan Sliced Apple,1062500,9.06,13.59,750
72927,Captain Morgan Sliced Apple Mini,1062500,4.8,7.2,50
77324,Rondiaz Rum Spiced Black Cherry,1062500,10.5,15.75,1750
44308,Calico Jack,1062500,9.71,14.57,1750
42699,Malibu Mango Rum,1062500,7.49,11.24,750
42687,Malibu Black,1062500,7.99,11.99,750
942162,Blue Chair Bay Vanilla Rum,1062500,9.42,14.13,750
43095,Bacardi Mango Fusion,1062500,8.25,12.38,750
43049,BACARDI DRAGONBERRY,1062500,15.0,22.5,1750
44520,Cruzan Vanilla,1062500,7.0,10.5,750
42703,Malibu Pineapple Rum,1062500,7.49,11.24,750
43076,Admiral Nelson Coconut Rum,1062500,6.0,9.0,750
43615,Malibu Lime,1062500,7.49,11.24,750
42676,Malibu Passion Fruit Rum,1062500,7.49,11.24,750
43077,Admiral Nelson Coconut Rum,1062500,7.49,11.24,1000
72916,Captain Morgan Watermelon Smash DISCO,1062500,9.0,13.5,750
43845,Rondiaz Coconut Rum,1062500,10.5,15.75,1750
43100,Bacardi Mango,1062500,15.0,22.5,1750
43749,Bacardi Lime,1062500,15.0,22.5,1750
44333,Calypso Coconut Rum PET,1062500,9.0,13.5,1750
43902,MALIBU STRAWBERRY,1062500,7.49,11.24,750
42244,Blue Chair Bay Coconut Spiced Rum,1062500,9.42,14.13,750
43145,Bacardi Pineapple Fusion,1062500,8.26,12.39,750
72913,Captain Morgan Loconut,1062500,9.06,13.59,750
42242,Blue Chair Bay Coconut Rum,1062500,9.42,14.13,750
42204,Blue Chair Bay Banana Rum,1062500,9.42,14.13,750
43747,Bacardi Lime,1062500,8.25,12.38,750
43362,Captain Morgan Cannon Blast,1062500,9.06,13.59,750
43644,Parrot Bay Key Lime,1062500,7.0,10.5,750
42610,Mailbu Tropical Banana,1062500,7.49,11.24,750
43644,Parrot Bay Key Lime,1062500,7.5,11.25,750
44539,Cruzan Tropical Fruit,1062500,7.0,10.5,750
66550,Sailor Jerry Savage Apple,1062500,9.65,14.48,750
43319,Parrot Bay Coconut,1062500,7.0,10.5,750
42566,Goslings Black Seal,1062500,9.51,14.27,750
43596,Bacardi Banana,1062500,8.25,12.38,750
43319,Parrot Bay Coconut,1062500,7.5,11.25,750
80024,Blue Chair Bay Banana Rum Cream,1062500,9.42,14.13,750
43648,Parrot Bay Strawberry,1062500,7.5,11.25,750
43648,Parrot Bay Strawberry,1062500,7.0,10.5,750
43646,Parrot Bay Passion Fruit,1062500,7.5,11.25,750
46094,Blue Ox Coconut Rum,1062500,8.5,12.75,1000
46104,Blue Ox Lemon Rum,1062500,8.5,12.75,1000
72958,Chacho - Jalapeno Aguardiente,1062500,13.5,20.25,750
77229,Rondiaz Rum Spiced Apple,1062500,5.5,8.25,750
994811,Athena Ouzo Rum,1062500,6.06,9.09,750
946501,Kraken Black Roast Coffee Rum,1062500,10.45,15.68,750
89197,Jose Cuervo Especial Reposado,1022100,13.0,19.5,1000
89194,Jose Cuervo Especial Reposado Flask,1022100,5.5,8.25,375
87403,Jose Cuervo Especial Silver,1022100,5.5,8.25,375
89387,Juarez Gold,1022100,7.83,11.75,1000
87409,Jose Cuervo Especial Silver,1022100,13.0,19.5,1000
89191,Jose Cuervo Especial Reposado Mini,1022100,11.5,17.25,50
89577,Montezuma Gold,1022100,7.02,10.53,1000
89199,Jose Cuervo Especial Reposado Square,1022100,5.5,8.25,375
89193,Jose Cuervo Especial Reposado,1022100,3.0,4.5,200
88767,Tortilla White,1022100,6.64,9.96,1000
87937,Juarez Silver,1022100,7.83,11.75,1000
87938,Juarez Silver,1022100,15.0,22.5,1750
88147,Montezuma White,1022100,7.02,10.53,1000
89301,Dorado Gold Tequila,1022100,5.12,7.68,1000
89196,Jose Cuervo Especial Reposado,1022100,11.07,16.61,750
89198,Jose Cuervo Especial Reposado,1022100,21.0,31.5,1750
89447,La Prima Gold,1022100,6.96,10.44,1000
87408,Jose Cuervo Especial Silver,1022100,11.07,16.61,750
87410,Jose Cuervo Especial Silver,1022100,21.0,31.5,1750
89887,Torada Gold,1022100,6.63,9.95,1000
89234,Corazon Anejo,1022100,15.0,22.5,750
89388,Juarez Gold,1022100,15.0,22.5,1750
88584,Conciere Gold Tequila,1022100,7.43,11.15,1000
89787,Sauza Gold,1022100,11.83,17.75,1000
88556,Sauza Blanco Silver,1022100,10.5,15.75,750
88768,Tortilla White,1022100,12.64,18.96,1750
87997,La Prima White,1022100,6.96,10.44,1000
89198,Jose Cuervo Especial Reposado,1022100,21.5,32.25,1750
87410,Jose Cuervo Especial Silver,1022100,21.5,32.25,1750
87936,Juarez Silver,1022100,7.5,11.25,750
88766,Tortilla White,1022100,6.2,9.3,750
89916,Tortilla Gold,1022100,6.95,10.43,750
89786,Sauza Gold,1022100,10.5,15.75,750
89386,Juarez Gold,1022100,7.5,11.25,750
89841,Hornitos Anejo,1022100,15.22,22.83,750
89841,Hornitos Anejo,1022100,15.74,23.61,750
63283,On the Rocks Cocktails Hornitos Margarita,1071100,2.63,3.95,200
63259,On the Rocks Cocktails Effen Cosmopolitan,1071100,1.58,2.37,100
57148,Chi-Chi's Margarita,1071100,6.0,9.0,1750
58909,Jose Cuervo Authentic White Peach Light Margarita,1071100,4.6,6.9,200
57148,Chi-Chi's Margarita,1071100,6.5,9.75,1750
59161,1800 Ultimate Peach Margarita,1071100,10.04,15.06,1750
57129,Chi-Chi's Mexican Mudslide,1071100,6.0,9.0,1750
58911,Jose Cuervo Authentic Lime Light,1071100,4.64,6.96,200
58860,Jose Cuervo Authentic Mango Margarita,1071100,8.74,13.11,1750
63530,Salvadors Original Margarita PET,1071100,6.0,9.0,1750
58838,Jose Cuervo Authentic Lime Margarita,1071100,8.74,13.11,1750
58908,Jose Cuervo Authentic Watermelon Margarita,1071100,4.6,6.9,200
58886,Jose Cuervo Authentic Light White Peach Margarita,1071100,8.74,13.11,1750
58902,Jose Cuervo Authentic Mango Margarita,1071100,4.6,6.9,200
56856,Bacardi Bahama Mama RTS,1071100,9.53,14.3,1750
72448,Tooters Blu-Dacious Kamikazi Mini,1071100,6.0,9.0,375
58835,Jose Cuervo Authentic Lime Margarita,1071100,4.62,6.93,800
59037,Desert Island Long Island Iced Tea Cocktail,1071100,4.36,6.54,1000
58910,Jose Cuervo Grapefruit Tangerine,1071100,4.64,6.96,200
100686,Jose Cuervo Authentic Pink Lemonade Margarita,1071100,4.64,6.96,200
63321,On the Rocks Cocktails Hornitos Margarita,1071100,6.0,9.0,375
57161,Chi-Chi's Churro,1071100,6.0,9.0,1750
57150,Ch-Chi's Peach Margarita,1071100,6.0,9.0,1750
57125,Chi-Chi's Gold Margarita,1071100,6.5,9.75,1750
63522,Salvadors Original Margarita 4pk,1071100,4.0,6.0,800
63299,On the Rocks Cocktails Larios Aviation,1071100,2.63,3.95,200
58747,Cody Road Manhattan,1071100,16.0,24.0,750
77545,Tooters Apple-Tini Mini,1071100,6.0,9.0,375
56957,Bartenders Hot Sex,1071100,5.28,7.92,1000
63297,On the Rocks Cocktails Knob Creek Bourbon Old Fashioned,1071100,2.63,3.95,200
58842,Jose Cuervo Authentic Coconut Pineapple Margarita,1071100,8.74,13.11,1750
57174,Chi-Chi's Skinny Margarita,1071100,6.0,9.0,1750
57144,Chi-Chi's White Russian,1071100,6.0,9.0,1750
71529,Tooters Ala Bama Slama,1071100,6.0,9.0,375
57125,Chi-Chi's Gold Margarita,1071100,6.0,9.0,1750
58872,Jose Cuervo Authentic Light Lime Margarita,1071100,8.74,13.11,1750
58868,Jose Cuervo Authentic Strawberry Margarita,1071100,8.74,13.11,1750
59162,1800 Ultimate Pineapple Margarita,1071100,10.04,15.06,1750
63284,On the Rocks Cocktails Tres Gen Jalapeno Pineapple Margarita,1071100,2.63,3.95,200
57157,Chi-Chi's Pina Colada,1071100,6.5,9.75,1750
63263,On the Rocks Cocktails Tres Gen Jalapeno Pineapple Margarita,1071100,1.58,2.37,100
57174,Chi-Chi's Skinny Margarita,1071100,6.5,9.75,1750
63262,On the Rocks Cocktails Larios Aviation,1071100,1.58,2.37,100
63257,On the Rocks Cocktails Cruzan Mai Tai,1071100,1.58,2.37,100
58873,Jose Cuervo Authentic Watermelon Margarita,1071100,8.74,13.11,1750
58874,Jose Cuervo Authentic Pink Lemonade Margarita,1071100,8.74,13.11,1750
57051,Barton Long Island Iced Tea,1071100,4.1,6.15,1000
58877,Jose Cuervo Golden Strawberry Margarita,1071100,11.04,16.56,1750
63261,On the Rocks Cocktails Knob Creek Bourbon Old Fashioned,1071100,1.58,2.37,100
58875,Jose Cuervo Golden Margarita,1071100,11.04,16.56,1750
57150,Ch-Chi's Peach Margarita,1071100,6.5,9.75,1750
59163,1800 Ultimate Watermelon Margarita,1071100,10.04,15.06,1750
57129,Chi-Chi's Mexican Mudslide,1071100,6.5,9.75,1750
58801,Captain Morgan Long Island Iced Tea,1071100,11.0,16.5,1750
58899,Jose Cuervo Authentic Orange Pineapple Margarita,1071100,8.74,13.11,1750
962094,Kirkland Premium Golden Margarita,1071100,6.0,9.0,1750
57157,Chi-Chi's Pina Colada,1071100,6.0,9.0,1750
76432,Oxtails Vodka Lemonade,1071100,5.97,8.96,1750
80058,Chi-Chi's Orange Cream,1071100,6.0,9.0,1750
56958,Bartenders Hot Sex,1071100,9.31,13.97,1750
63282,On the Rocks Cocktails Effen Cosmopolitan,1071100,2.63,3.95,200
58897,Jose Cuervo Authentic White Sangria Margarita,1071100,8.74,13.11,1750
